,year,metrodiv_title,county_name,CoC_Code,coc_name,Pop_Type,Pop_Size
1804,2012,"Frederick-Gaithersburg-Rockville, MD",Frederick County,MD-509,Frederick City & County CoC,sheltered_es_homeless,73
1805,2013,"Frederick-Gaithersburg-Rockville, MD",Frederick County,MD-509,Frederick City & County CoC,sheltered_es_homeless,80
1806,2014,"Frederick-Gaithersburg-Rockville, MD",Frederick County,MD-509,Frederick City & County CoC,sheltered_es_homeless,94
1807,2015,"Frederick-Gaithersburg-Rockville, MD",Frederick County,MD-509,Frederick City & County CoC,sheltered_es_homeless,86
1808,2016,"Frederick-Gaithersburg-Rockville, MD",Frederick County,MD-509,Frederick City & County CoC,sheltered_es_homeless,127
1809,2017,"Frederick-Gaithersburg-Rockville, MD",Frederick County,MD-509,Frederick City & County CoC,sheltered_es_homeless,109
1810,2018,"Frederick-Gaithersburg-Rockville, MD",Frederick County,MD-509,Frederick City & County CoC,sheltered_es_homeless,105
1811,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,MD-600,Prince George's County CoC,sheltered_es_homeless,295
1812,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,MD-600,Prince George's County CoC,sheltered_es_homeless,348
1813,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,MD-600,Prince George's County CoC,sheltered_es_homeless,420
1814,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,MD-600,Prince George's County CoC,sheltered_es_homeless,311
1815,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,MD-600,Prince George's County CoC,sheltered_es_homeless,250
1816,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,MD-600,Prince George's County CoC,sheltered_es_homeless,290
1817,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,MD-600,Prince George's County CoC,sheltered_es_homeless,255
1818,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,MD-600,Prince George's County CoC,sheltered_es_homeless,228
1819,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,MD-600,Prince George's County CoC,sheltered_es_homeless,251
1820,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,MD-600,Prince George's County CoC,sheltered_es_homeless,240
1821,2009,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,sheltered_es_homeless,486
1822,2010,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,sheltered_es_homeless,677
1823,2011,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,sheltered_es_homeless,504
1824,2012,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,sheltered_es_homeless,546
1825,2013,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,sheltered_es_homeless,526
1826,2014,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,sheltered_es_homeless,546
1827,2015,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,sheltered_es_homeless,515
1828,2016,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,sheltered_es_homeless,676
1829,2017,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,sheltered_es_homeless,589
1830,2018,"Frederick-Gaithersburg-Rockville, MD",Montgomery County,MD-601,Montgomery County CoC,sheltered_es_homeless,563
1831,2009,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,sheltered_es_homeless,3399
1832,2010,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,sheltered_es_homeless,2058
1833,2011,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,sheltered_es_homeless,1640
1834,2012,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,sheltered_es_homeless,1646
1835,2013,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,sheltered_es_homeless,1631
1836,2014,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,sheltered_es_homeless,1348
1837,2015,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,sheltered_es_homeless,1332
1838,2016,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,sheltered_es_homeless,1312
1839,2017,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,sheltered_es_homeless,1182
1840,2018,Detroit-Dearborn-Livonia,Wayne County,MI-501,Detroit CoC,sheltered_es_homeless,1169
1841,2009,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",sheltered_es_homeless,224
1842,2010,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",sheltered_es_homeless,101
1843,2011,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",sheltered_es_homeless,129
1844,2012,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",sheltered_es_homeless,193
1845,2013,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",sheltered_es_homeless,247
1846,2014,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",sheltered_es_homeless,281
1847,2015,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",sheltered_es_homeless,241
1848,2016,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",sheltered_es_homeless,246
1849,2017,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",sheltered_es_homeless,233
1850,2018,Warren-Troy-Farmington Hills,Oakland County,MI-504,"Pontiac, Royal Oak/Oakland County CoC",sheltered_es_homeless,258
1851,2009,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,sheltered_es_homeless,23
1852,2010,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,sheltered_es_homeless,85
1853,2011,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,sheltered_es_homeless,85
1854,2012,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,sheltered_es_homeless,39
1855,2013,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,sheltered_es_homeless,23
1856,2014,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,sheltered_es_homeless,46
1857,2015,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,sheltered_es_homeless,44
1858,2016,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,sheltered_es_homeless,55
1859,2017,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,sheltered_es_homeless,22
1860,2018,Warren-Troy-Farmington Hills,Livingston County,MI-518,Livingston County CoC,sheltered_es_homeless,47
1861,2009,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,sheltered_es_homeless,278
1862,2010,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,sheltered_es_homeless,340
1863,2011,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,sheltered_es_homeless,256
1864,2012,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,sheltered_es_homeless,235
1865,2013,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,sheltered_es_homeless,228
1866,2014,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,sheltered_es_homeless,198
1867,2015,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,sheltered_es_homeless,162
1868,2016,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,sheltered_es_homeless,172
1869,2017,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,sheltered_es_homeless,148
1870,2018,"New York-Jersey City-White Plains, NY-NJ",Bergen County,NJ-501,Bergen County CoC,sheltered_es_homeless,118
1871,2009,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,sheltered_es_homeless,613
1872,2010,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,sheltered_es_homeless,699
1873,2011,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,sheltered_es_homeless,655
1874,2012,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,sheltered_es_homeless,986
1875,2013,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,sheltered_es_homeless,773
1876,2014,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,sheltered_es_homeless,600
1877,2015,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,sheltered_es_homeless,984
1878,2016,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,sheltered_es_homeless,1260
1879,2017,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,sheltered_es_homeless,845
1880,2018,"Camden, NJ",Burlington County,NJ-502,Burlington County CoC,sheltered_es_homeless,508
1881,2009,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,sheltered_es_homeless,749
1882,2010,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,sheltered_es_homeless,1132
1883,2011,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,sheltered_es_homeless,982
1884,2012,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,sheltered_es_homeless,937
1885,2013,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,sheltered_es_homeless,924
1886,2014,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,sheltered_es_homeless,1073
1887,2015,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,sheltered_es_homeless,879
1888,2016,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,sheltered_es_homeless,924
1889,2017,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,sheltered_es_homeless,877
1890,2018,"Newark, NJ-PA",Essex County,NJ-504,Newark/Essex County CoC,sheltered_es_homeless,1135
1891,2009,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,sheltered_es_homeless,429
1892,2010,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,sheltered_es_homeless,400
1893,2011,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,sheltered_es_homeless,368
1894,2012,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,sheltered_es_homeless,272
1895,2013,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,sheltered_es_homeless,330
1896,2014,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,sheltered_es_homeless,688
1897,2015,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,sheltered_es_homeless,392
1898,2016,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,sheltered_es_homeless,280
1899,2017,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,sheltered_es_homeless,170
1900,2018,"New Brunswick-Lakewood, NJ",Monmouth County,NJ-508,Monmouth County CoC,sheltered_es_homeless,124
1901,2009,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_es_homeless,96
1902,2010,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_es_homeless,177
1903,2011,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_es_homeless,155
1904,2012,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_es_homeless,244
1905,2013,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_es_homeless,113
1906,2014,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_es_homeless,178
1907,2015,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_es_homeless,203
1908,2016,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_es_homeless,195
1909,2017,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_es_homeless,223
1910,2018,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_es_homeless,206
1911,2009,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_es_homeless,219
1912,2010,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_es_homeless,184
1913,2011,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_es_homeless,472
1914,2012,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_es_homeless,409
1915,2013,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_es_homeless,396
1916,2014,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_es_homeless,329
1917,2015,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_es_homeless,304
1918,2016,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_es_homeless,403
1919,2017,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_es_homeless,371
1920,2018,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_es_homeless,327
1921,2009,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_es_homeless,157
1922,2010,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_es_homeless,121
1923,2011,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_es_homeless,121
1924,2012,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_es_homeless,27
1925,2013,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_es_homeless,18
1926,2014,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_es_homeless,17
1927,2015,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_es_homeless,20
1928,2016,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_es_homeless,15
1929,2017,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_es_homeless,4
1930,2018,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_es_homeless,31
1931,2009,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_es_homeless,107
1932,2010,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_es_homeless,146
1933,2011,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_es_homeless,244
1934,2012,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_es_homeless,100
1935,2013,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_es_homeless,188
1936,2014,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_es_homeless,167
1937,2015,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_es_homeless,164
1938,2016,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_es_homeless,54
1939,2017,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_es_homeless,66
1940,2018,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_es_homeless,63
1941,2009,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_es_homeless,437
1942,2010,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_es_homeless,319
1943,2011,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_es_homeless,346
1944,2012,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_es_homeless,354
1945,2013,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_es_homeless,336
1946,2014,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_es_homeless,665
1947,2015,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_es_homeless,290
1948,2016,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_es_homeless,327
1949,2017,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_es_homeless,294
1950,2018,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_es_homeless,313
1951,2009,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_es_homeless,39727
1952,2010,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_es_homeless,43096
1953,2011,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_es_homeless,41963
1954,2012,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_es_homeless,44879
1955,2013,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_es_homeless,53482
1956,2014,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_es_homeless,59127
1957,2015,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_es_homeless,67378
1958,2016,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_es_homeless,66800
1959,2017,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_es_homeless,69605
1960,2018,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_es_homeless,72187
1961,2009,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_es_homeless,1060
1962,2010,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_es_homeless,403
1963,2011,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_es_homeless,497
1964,2012,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_es_homeless,612
1965,2013,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_es_homeless,873
1966,2014,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_es_homeless,904
1967,2015,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_es_homeless,820
1968,2016,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_es_homeless,916
1969,2017,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_es_homeless,1018
1970,2018,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_es_homeless,1081
1971,2009,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_es_homeless,43
1972,2010,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_es_homeless,38
1973,2011,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_es_homeless,51
1974,2012,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_es_homeless,63
1975,2013,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_es_homeless,62
1976,2014,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_es_homeless,66
1977,2015,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_es_homeless,55
1978,2016,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_es_homeless,65
1979,2017,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_es_homeless,76
1980,2018,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_es_homeless,95
1981,2009,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_es_homeless,3659
1982,2010,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_es_homeless,3623
1983,2011,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_es_homeless,3637
1984,2012,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_es_homeless,3324
1985,2013,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_es_homeless,3238
1986,2014,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_es_homeless,3642
1987,2015,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_es_homeless,3558
1988,2016,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_es_homeless,3656
1989,2017,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_es_homeless,3275
1990,2018,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_es_homeless,3420
1991,2009,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_es_homeless,219
1992,2010,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_es_homeless,200
1993,2011,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_es_homeless,202
1994,2012,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_es_homeless,199
1995,2013,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_es_homeless,185
1996,2014,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_es_homeless,212
1997,2015,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_es_homeless,197
1998,2016,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_es_homeless,229
1999,2017,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_es_homeless,192
2000,2018,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_es_homeless,226
2001,2009,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_es_homeless,113
2002,2010,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_es_homeless,98
2003,2011,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_es_homeless,94
2004,2012,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_es_homeless,122
2005,2013,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_es_homeless,110
2006,2014,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_es_homeless,154
2007,2015,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_es_homeless,140
2008,2016,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_es_homeless,170
2009,2017,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_es_homeless,139
2010,2018,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_es_homeless,155
2011,2009,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_es_homeless,2032
2012,2010,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_es_homeless,1827
2013,2011,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_es_homeless,1567
2014,2012,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_es_homeless,1840
2015,2013,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_es_homeless,1708
2016,2014,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_es_homeless,2072
2017,2015,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_es_homeless,1775
2018,2016,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_es_homeless,1968
2019,2017,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_es_homeless,1897
2020,2018,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_es_homeless,1972
2021,2009,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_es_homeless,1148
2022,2010,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_es_homeless,1148
2023,2011,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_es_homeless,1160
2024,2012,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_es_homeless,1166
2025,2013,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_es_homeless,1126
2026,2014,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_es_homeless,1273
2027,2015,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_es_homeless,1245
2028,2016,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_es_homeless,1088
2029,2017,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_es_homeless,1294
