,year,metrodiv_title,county_name,CoC_Code,coc_name,Pop_Type,Pop_Size
3495,2013,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_total_homeless,209
3496,2014,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_total_homeless,299
3497,2015,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_total_homeless,359
3498,2016,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_total_homeless,350
3499,2017,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_total_homeless,376
3500,2018,"Newark, NJ-PA",Morris County,NJ-509,Morris County CoC,sheltered_total_homeless,351
3501,2009,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_total_homeless,314
3502,2010,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_total_homeless,207
3503,2011,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_total_homeless,533
3504,2012,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_total_homeless,501
3505,2013,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_total_homeless,418
3506,2014,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_total_homeless,386
3507,2015,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_total_homeless,372
3508,2016,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_total_homeless,429
3509,2017,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_total_homeless,396
3510,2018,"New York-Jersey City-White Plains, NY-NJ",Passaic County,NJ-511,Paterson/Passaic County CoC,sheltered_total_homeless,360
3511,2009,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_total_homeless,302
3512,2010,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_total_homeless,146
3513,2011,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_total_homeless,146
3514,2012,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_total_homeless,51
3515,2013,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_total_homeless,49
3516,2014,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_total_homeless,40
3517,2015,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_total_homeless,38
3518,2016,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_total_homeless,37
3519,2017,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_total_homeless,13
3520,2018,"Wilmington, DE-MD-NJ",Salem County,NJ-512,Salem County CoC,sheltered_total_homeless,44
3521,2009,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_total_homeless,283
3522,2010,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_total_homeless,296
3523,2011,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_total_homeless,385
3524,2012,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_total_homeless,272
3525,2013,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_total_homeless,304
3526,2014,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_total_homeless,310
3527,2015,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_total_homeless,337
3528,2016,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_total_homeless,209
3529,2017,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_total_homeless,239
3530,2018,"New Brunswick-Lakewood, NJ",Somerset County,NJ-513,Somerset County CoC,sheltered_total_homeless,212
3531,2009,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_total_homeless,1077
3532,2010,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_total_homeless,1194
3533,2011,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_total_homeless,1386
3534,2012,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_total_homeless,1406
3535,2013,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_total_homeless,1601
3536,2014,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_total_homeless,1631
3537,2015,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_total_homeless,421
3538,2016,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_total_homeless,451
3539,2017,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_total_homeless,425
3540,2018,"Newark, NJ-PA",Union County,NJ-515,Elizabeth/Union County CoC,sheltered_total_homeless,437
3541,2009,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_total_homeless,47015
3542,2010,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_total_homeless,50076
3543,2011,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_total_homeless,48475
3544,2012,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_total_homeless,53410
3545,2013,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_total_homeless,60880
3546,2014,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_total_homeless,64453
3547,2015,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_total_homeless,72140
3548,2016,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_total_homeless,70685
3549,2017,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_total_homeless,72565
3550,2018,"New York-Jersey City-White Plains, NY-NJ",New York County,NY-600,New York City CoC,sheltered_total_homeless,74965
3551,2009,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_total_homeless,1365
3552,2010,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_total_homeless,1305
3553,2011,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_total_homeless,1495
3554,2012,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_total_homeless,1703
3555,2013,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_total_homeless,2032
3556,2014,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_total_homeless,2118
3557,2015,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_total_homeless,1770
3558,2016,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_total_homeless,1716
3559,2017,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_total_homeless,1785
3560,2018,"New York-Jersey City-White Plains, NY-NJ",Westchester County,NY-604,"Yonkers, Mount Vernon/Westchester County CoC",sheltered_total_homeless,1783
3561,2009,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_total_homeless,77
3562,2010,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_total_homeless,89
3563,2011,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_total_homeless,80
3564,2012,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_total_homeless,104
3565,2013,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_total_homeless,104
3566,2014,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_total_homeless,106
3567,2015,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_total_homeless,92
3568,2016,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_total_homeless,109
3569,2017,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_total_homeless,112
3570,2018,"New York-Jersey City-White Plains, NY-NJ",Rockland County,NY-606,Rockland County CoC,sheltered_total_homeless,130
3571,2009,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_total_homeless,5798
3572,2010,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_total_homeless,5603
3573,2011,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_total_homeless,5674
3574,2012,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_total_homeless,5280
3575,2013,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_total_homeless,5119
3576,2014,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_total_homeless,5377
3577,2015,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_total_homeless,5328
3578,2016,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_total_homeless,5407
3579,2017,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_total_homeless,4737
3580,2018,"Philadelphia, PA",Philadelphia County,PA-500,Philadelphia CoC,sheltered_total_homeless,4705
3581,2009,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_total_homeless,431
3582,2010,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_total_homeless,390
3583,2011,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_total_homeless,400
3584,2012,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_total_homeless,396
3585,2013,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_total_homeless,451
3586,2014,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_total_homeless,432
3587,2015,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_total_homeless,426
3588,2016,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_total_homeless,378
3589,2017,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_total_homeless,291
3590,2018,"Montgomery County-Bucks County-Chester County, PA",Montgomery County,PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",sheltered_total_homeless,271
3591,2009,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_total_homeless,440
3592,2010,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_total_homeless,438
3593,2011,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_total_homeless,472
3594,2012,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_total_homeless,407
3595,2013,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_total_homeless,410
3596,2014,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_total_homeless,464
3597,2015,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_total_homeless,449
3598,2016,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_total_homeless,500
3599,2017,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_total_homeless,462
3600,2018,"Montgomery County-Bucks County-Chester County, PA",Bucks County,PA-511,"Bristol, Bensalem/Bucks County CoC",sheltered_total_homeless,378
3601,2009,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_total_homeless,3525
3602,2010,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_total_homeless,3509
3603,2011,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_total_homeless,3297
3604,2012,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_total_homeless,3242
3605,2013,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_total_homeless,2912
3606,2014,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_total_homeless,3272
3607,2015,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_total_homeless,2778
3608,2016,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_total_homeless,3071
3609,2017,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_total_homeless,2702
3610,2018,Dallas-Plano-Irving,Dallas County,TX-600,"Dallas City & County, Irving CoC",sheltered_total_homeless,2780
3611,2009,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_total_homeless,1986
3612,2010,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_total_homeless,1986
3613,2011,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_total_homeless,2033
3614,2012,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_total_homeless,1987
3615,2013,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_total_homeless,2109
3616,2014,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_total_homeless,2241
3617,2015,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_total_homeless,1697
3618,2016,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_total_homeless,1515
3619,2017,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_total_homeless,1551
3620,2018,Fort Worth-Arlington-Grapevine,Tarrant County,TX-601,"Fort Worth, Arlington/Tarrant County CoC",sheltered_total_homeless,1337
3621,2009,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_total_homeless,235
3622,2010,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_total_homeless,235
3623,2011,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_total_homeless,208
3624,2012,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_total_homeless,169
3625,2013,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_total_homeless,253
3626,2014,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_total_homeless,259
3627,2015,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_total_homeless,247
3628,2016,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_total_homeless,234
3629,2017,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_total_homeless,213
3630,2018,Fort Worth-Arlington-Grapevine,Wise County,TX-624,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",sheltered_total_homeless,195
3631,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_total_homeless,304
3632,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_total_homeless,312
3633,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_total_homeless,324
3634,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_total_homeless,320
3635,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_total_homeless,333
3636,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_total_homeless,240
3637,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_total_homeless,200
3638,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_total_homeless,155
3639,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_total_homeless,199
3640,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,VA-600,Arlington County CoC,sheltered_total_homeless,186
3641,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_total_homeless,1601
3642,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_total_homeless,1412
3643,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_total_homeless,1414
3644,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_total_homeless,1356
3645,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_total_homeless,1246
3646,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_total_homeless,1159
3647,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_total_homeless,1136
3648,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_total_homeless,985
3649,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_total_homeless,856
3650,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,VA-601,Fairfax County CoC,sheltered_total_homeless,901
3651,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_total_homeless,108
3652,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_total_homeless,121
3653,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_total_homeless,133
3654,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_total_homeless,132
3655,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_total_homeless,125
3656,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_total_homeless,151
3657,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_total_homeless,133
3658,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_total_homeless,115
3659,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_total_homeless,97
3660,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,VA-602,Loudoun County CoC,sheltered_total_homeless,110
3661,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_total_homeless,303
3662,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_total_homeless,321
3663,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_total_homeless,374
3664,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_total_homeless,330
3665,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_total_homeless,246
3666,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_total_homeless,244
3667,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_total_homeless,244
3668,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_total_homeless,212
3669,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_total_homeless,193
3670,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,VA-603,Alexandria CoC,sheltered_total_homeless,211
3671,2009,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_total_homeless,392
3672,2010,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_total_homeless,352
3673,2011,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_total_homeless,366
3674,2012,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_total_homeless,327
3675,2013,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_total_homeless,330
3676,2014,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_total_homeless,347
3677,2015,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_total_homeless,319
3678,2016,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_total_homeless,312
3679,2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_total_homeless,284
3680,2018,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,VA-604,Prince William County CoC,sheltered_total_homeless,261
3681,2009,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_total_homeless,6089
3682,2010,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_total_homeless,6222
3683,2011,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_total_homeless,6480
3684,2012,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_total_homeless,6281
3685,2013,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_total_homeless,6370
3686,2014,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_total_homeless,6213
3687,2015,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_total_homeless,6319
3688,2016,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_total_homeless,6225
3689,2017,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_total_homeless,6158
3690,2018,"Seattle-Bellevue-Kent, WA",King County,WA-500,Seattle/King County CoC,sheltered_total_homeless,5792
3691,2009,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_total_homeless,1853
3692,2010,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_total_homeless,1637
3693,2011,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_total_homeless,1867
3694,2012,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_total_homeless,1805
3695,2013,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_total_homeless,1183
3696,2014,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_total_homeless,1171
3697,2015,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_total_homeless,942
3698,2016,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_total_homeless,1268
3699,2017,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_total_homeless,817
3700,2018,"Tacoma-Lakewood, WA",Pierce County,WA-503,"Tacoma, Lakewood/Pierce County CoC",sheltered_total_homeless,878
3701,2009,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_total_homeless,1246
3702,2010,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_total_homeless,1403
3703,2011,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_total_homeless,1273
3704,2012,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_total_homeless,1344
3705,2013,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_total_homeless,603
3706,2014,"Seattle-Bellevue-Kent, WA",Snohomish County,WA-504,Everett/Snohomish County CoC,sheltered_total_homeless,577
